  Time                 , (MAX(V(Cgs:2,Cds:1)))@1, (MAX(V(Cgs:2,Cds:1)))@2, (MAX(V(Cgs:2,Cds:1)))@3, (MAX(V(Cgs:2,Cds:1)))@4, (MAX(V(Cgs:2,Cds:1)))@5, (MAX(V(Cgs:2,Cds:1)))@6, (MAX(V(Cgs:2,Cds:1)))@7, (MAX(V(Cgs:2,Cds:1)))@8, (MAX(V(Cgs:2,Cds:1)))@9, (MAX(V(Cgs:2,Cds:1)))@10, (MAX(V(Cgs:2,Cds:1)))@11, (MAX(V(Cgs:2,Cds:1)))@12, (MAX(V(Cgs:2,Cds:1)))@13, (MAX(V(Cgs:2,Cds:1)))@14, (MAX(V(Cgs:2,Cds:1)))@15, (MAX(V(Cgs:2,Cds:1)))@16, (MAX(V(Cgs:2,Cds:1)))@17, (MAX(V(Cgs:2,Cds:1)))@18, (MAX(V(Cgs:2,Cds:1)))@19, (MAX(V(Cgs:2,Cds:1)))@20, (MAX(V(Cgs:2,Cds:1)))@21, (MAX(V(Cgs:2,Cds:1)))@22, (MAX(V(Cgs:2,Cds:1)))@23, (MAX(V(Cgs:2,Cds:1)))@24, (MAX(V(Cgs:2,Cds:1)))@25, (MAX(V(Cgs:2,Cds:1)))@26, (MAX(V(Cgs:2,Cds:1)))@27, (MAX(V(Cgs:2,Cds:1)))@28, (MAX(V(Cgs:2,Cds:1)))@29, (MAX(V(Cgs:2,Cds:1)))@30, (MAX(V(Cgs:2,Cds:1)))@31, (MAX(V(Cgs:2,Cds:1)))@32, (MAX(V(Cgs:2,Cds:1)))@33, (MAX(V(Cgs:2,Cds:1)))@34, (MAX(V(Cgs:2,Cds:1)))@35
  8.296551751925e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.297551759540e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.298551767154e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.299551774769e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.300551782383e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.301551789998e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.302551797612e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.303551805227e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.304551812841e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.305551820456e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.306551828070e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.307551835685e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.308551843299e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.309551850914e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.310551858528e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.311551866143e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.312551873757e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.313551881372e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.314551888986e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.315551896601e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.316551904215e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.317551911830e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.318551919444e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.319551927059e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.320551934673e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.321551942288e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.322551949902e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.323551957517e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.324551965131e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
  8.325551972746e-07  ,5.005495003973e+00  ,5.132267947208e+00  ,5.239519882895e+00  ,5.326580903346e+00  ,5.393948566129e+00  ,5.442966666807e+00  ,5.475094298575e+00  ,5.492044581339e+00  ,5.495485643992e+00  ,5.487111310467e+00  ,5.468325865304e+00  ,5.440585766080e+00  ,5.405147780580e+00  ,5.363125037712e+00  ,5.315460718517e+00  ,5.263165875690e+00  ,5.206967268270e+00  ,5.147597604094e+00  ,5.085761264571e+00  ,5.021996164208e+00  ,4.956868620748e+00  ,4.890924154177e+00  ,4.824661742312e+00  ,4.758623547952e+00  ,4.693379365753e+00  ,4.629654989907e+00  ,4.568284892867e+00  ,4.510500358828e+00  ,4.544484589222e+00  ,4.590244205749e+00  ,4.635318473685e+00  ,4.679744046154e+00  ,4.723540109980e+00  ,4.766721276318e+00  ,4.809308791594e+00  
